Employee_ID,Effective_Date,Salary_Grade,Stock_Options,Last_Promotion_Date,Base_Salary,Bonus,Total_Compensation
E-03009,2020-08-21 04:42:42.334729018,D,953,2019-01-17,22782110.102103338,3879641.802998812,27614751.90510215
E-03010,2015-09-02 09:30:31.113512628,D,501,2019-03-11,23739710.58499311,4574183.97175399,28814894.5567471
E-03011,2010-09-09 08:00:25.998918551,B,263,2021-06-24,18480247.53719584,2544704.3653360894,21287951.90253193
E-03012,2020-04-03 03:59:46.457286347,A,269,2021-05-08,15633891.650411734,1064608.3247574759,16967499.97516921
E-03013,2017-04-21 23:04:29.047048639,A,941,2021-08-12,14044196.1094919,1046186.32002824,16031382.42952014
E-03014,2014-04-07 13:27:10.541236037,D,376,2019-03-31,14692894.820138678,4545622.446104637,19614517.266243316
E-03015,2020-05-27 05:18:03.939667006,A,552,2019-05-04,11989226.986771824,809469.3541201057,13350696.34089193
E-03016,2022-03-13 09:20:36.492259407,D,969,2022-09-28,23998899.588084254,3455386.842736779,28423286.43082103
E-03017,2019-10-21 14:26:07.523299137,E,724,2020-09-23,21619615.960631236,3880441.6255284464,26224057.586159684
E-03018,2019-06-13 11:32:40.336441813,E,400,2023-01-25,24141446.76161041,5975335.734888759,30516782.49649917
E-03019,2022-10-16 05:25:20.551241544,D,251,2022-08-03,26668396.358224887,5108886.588665431,32028282.946890317
E-03020,2013-03-19 10:21:30.703942865,C,585,2022-07-21,11648500.924554475,3504130.1159784487,15737631.040532924
E-03021,2014-11-07 13:40:53.593313614,D,14,2022-07-20,19797758.266744927,4681295.174986167,24493053.441731095
E-03022,2017-07-16 05:42:09.033392108,C,725,2020-10-22,17158569.58489235,2807352.342324452,20690921.9272168
E-03023,2022-12-12 02:23:41.182878007,A,868,2020-07-05,14254251.093680441,836068.189140055,15958319.282820497
E-03024,2019-08-05 19:16:07.774300046,D,926,2019-01-17,14652134.881160269,5405807.554380922,20983942.43554119
E-03025,2015-06-25 20:40:13.597913489,E,178,2020-09-07,30602928.27855852,5116088.668311764,35897016.94687028
E-03026,2016-02-22 03:48:04.162085481,A,370,2020-06-08,13855929.299798552,825194.1635633439,15051123.463361897
E-03027,2012-08-31 05:18:25.306273874,E,202,2022-07-14,32754967.89587135,3899857.5837289644,36856825.47960031
E-03028,2020-09-12 21:52:44.906070771,D,994,2020-04-13,25716591.69960823,5348337.546855242,32058929.24646347
E-03029,2018-07-07 17:47:31.972756118,A,249,2023-02-14,13312846.036155555,1186818.2709287598,14748664.307084315
E-03030,2015-09-10 14:51:18.340212265,B,825,2019-04-21,16183932.250069998,2143319.925973107,19152252.176043104
E-03031,2015-12-17 16:27:31.209012117,A,643,2023-06-30,13601024.079799708,758026.7991743753,15002050.878974084
E-03032,2011-03-31 11:21:54.726083078,C,221,2022-10-25,16562836.641739927,2845565.2351213484,19629401.876861274
E-03033,2021-10-04 15:33:27.984013231,B,100,2020-07-22,17155235.093329888,2089208.1211848652,19344443.214514755
E-03034,2013-02-06 23:00:30.264267881,A,367,2023-05-17,9327219.018303957,1225425.7569131919,10919644.77521715
E-03035,2016-10-11 10:43:19.787079169,A,49,2021-06-01,10777051.976701666,822690.2339820795,11648742.210683744
E-03036,2024-12-02 14:04:48.015353507,E,790,2020-07-20,36575170.78611125,4839924.337161719,42205095.12327297
E-03037,2020-11-20 13:01:05.070034631,A,673,2020-11-29,14646453.895549824,1147048.2888579245,16466502.184407748
E-03038,2024-06-16 19:46:53.530632188,A,446,2021-07-06,13311965.692758575,933337.061056948,14691302.753815522
E-03039,2019-01-11 09:20:48.374823170,C,320,2020-12-19,21310630.038940795,3506130.1747332723,25136760.21367407
E-03040,2022-09-25 06:21:22.944858082,A,838,2020-01-05,10574140.37245099,1110430.7068766556,12522571.079327647
E-03041,2020-07-14 06:39:54.916880010,A,641,2020-11-19,12038734.654974626,1116546.1116655127,13796280.76664014
E-03042,2022-07-18 14:37:45.627097739,D,425,2019-11-23,19614587.94708241,3781483.8244717047,23821071.771554116
E-03043,2014-09-11 22:56:07.624388255,D,112,2021-11-19,20257669.0431901,4795202.230695077,25164871.273885176
E-03044,2010-11-20 05:18:59.874027263,B,756,2022-10-08,14165590.619026849,2389469.4026535987,17311060.02168045
E-03045,2020-01-06 16:55:54.874399292,A,980,2023-06-08,10995656.986294845,1296938.0805197516,13272595.066814598
E-03046,2019-11-01 23:55:54.582132339,B,804,2022-12-08,14568190.016552689,2091165.1399412374,17463355.156493925
E-03047,2015-06-18 06:12:48.186157552,B,664,2020-11-14,20224150.965860117,3137037.4912041835,24025188.4570643
E-03048,2024-02-22 22:28:30.424438104,B,835,2023-03-28,12822084.680488218,1493958.096730839,15151042.777219057
E-03049,2023-09-14 12:21:31.215844520,B,542,2021-09-08,11593208.203423427,2162096.0102196583,14297304.213643085
E-03050,2016-03-20 13:30:27.107592485,D,861,2023-08-12,21096814.736124117,4660357.999191389,26618172.735315505
E-03051,2023-05-14 04:12:13.831856843,D,533,2023-03-13,15661033.973606234,3167916.7182223084,19361950.69182854
E-03052,2024-07-28 17:47:58.686915379,C,743,2019-03-18,17928614.36082604,2144589.5510565024,20816203.911882542
E-03053,2023-04-12 14:35:17.428741108,E,697,2023-02-06,20417630.431670263,6359715.8090964295,27474346.240766693
E-03054,2018-04-20 09:39:38.725130484,A,806,2021-11-16,10978078.78401373,1285659.4450981957,13069738.229111925
E-03055,2020-11-24 08:35:42.978870095,A,947,2019-07-29,14395197.117232367,1025761.7158254817,16367958.833057849
E-03056,2017-08-02 12:28:52.658608650,E,846,2022-02-11,26286067.182913903,5788754.043885447,32920821.22679935
E-03057,2019-02-06 02:38:01.971694333,C,969,2023-09-02,19375265.90939082,3109369.527318097,23453635.436708916
E-03058,2021-12-21 04:30:04.355693861,E,371,2020-11-09,25972057.154058132,4520358.594606372,30863415.748664506
E-03059,2021-04-29 06:29:53.051106427,D,972,2020-02-03,23319095.428396706,4192860.8630426363,28483956.291439343
E-03060,2022-12-21 13:00:40.694087692,C,229,2023-02-13,14738731.053328559,3487753.8605339667,18455484.913862526
E-03061,2022-06-06 01:30:12.612199288,D,228,2023-11-30,13132653.001617594,5048361.244034751,18409014.245652344
E-03062,2015-04-13 13:13:55.152939488,C,967,2021-05-18,21080207.12296279,4529721.560691634,26576928.683654428
E-03063,2024-02-04 04:52:07.400680993,D,518,2021-01-13,22473596.27056819,3882241.59479393,26873837.86536212
E-03064,2021-07-04 07:27:32.416726956,C,579,2020-03-26,21718102.59358259,3111430.070100258,25408532.66368285
E-03065,2019-08-26 20:31:01.773930264,B,107,2023-04-23,14765672.96966163,1789054.6649119565,16661727.634573586
E-03066,2020-11-13 13:53:36.012856743,C,369,2021-11-03,19298809.53420289,3004151.669093153,22671961.203296043
E-03067,2020-06-19 15:46:11.901900857,E,327,2023-08-30,29341352.16539894,5262100.836517781,34930453.00191672
E-03068,2023-03-26 06:07:17.989454227,B,28,2021-08-13,12553224.68634255,1860054.934769425,14441279.621111976
E-03069,2017-07-09 11:12:18.192728297,B,222,2019-03-16,14450610.41616198,2560701.3769216137,17233311.793083593
E-03070,2020-04-19 23:38:21.059738092,D,851,2023-02-11,13289730.291140849,4860082.763047151,19000813.054188
E-03071,2014-01-21 03:41:01.454912812,D,992,2019-04-28,32221619.01187399,3220373.8367242133,36433992.848598205
E-03072,2017-05-08 02:28:42.653796196,C,934,2021-11-27,20120301.35039754,2064769.8805843177,23119071.230981857
E-03073,2016-06-17 01:04:16.316590902,A,249,2021-11-02,13020197.462414546,885482.7903746945,14154680.25278924
E-03074,2019-06-04 05:29:02.877371170,D,779,2023-05-14,17342009.28235597,5614979.930377789,23735989.21273376
E-03075,2012-11-10 18:39:11.833719888,C,111,2022-11-03,22621964.179509744,3302200.523269317,26035164.702779062
E-03076,2015-08-20 03:16:33.190225864,C,669,2022-08-16,17892817.936774116,3273925.3858974194,21835743.322671536
E-03077,2017-07-21 02:08:46.766320791,D,341,2023-11-24,29867714.60024859,3759587.4556022948,33968302.055850886
E-03078,2015-12-24 02:41:06.525872294,D,893,2021-05-13,17510290.071798846,3984255.3965373845,22387545.468336232
E-03079,2013-10-13 01:32:47.184653987,A,730,2020-03-16,13042132.659995882,1048456.254588542,14820588.914584424
E-03080,2017-07-29 19:12:44.150080673,B,391,2020-11-26,19021998.691810176,2057355.8985441835,21470354.59035436
E-03081,2017-12-24 15:15:28.526399564,C,972,2022-11-19,13231920.867292112,2898594.5819633333,17102515.449255444
E-03082,2020-05-27 11:54:28.079770682,C,487,2021-02-28,14029363.938193675,2670716.986333699,17187080.924527373
E-03083,2018-11-04 00:10:28.477027444,A,230,2022-12-03,15841742.299879573,1009596.5440893224,17081338.843968894
E-03084,2018-07-23 17:33:20.096293042,B,980,2020-03-29,12523161.127554767,2086179.4155633112,15589340.543118078
E-03085,2017-01-19 03:17:09.459295995,C,456,2020-11-25,17498853.50892225,2746796.461974552,20701649.970896803
E-03086,2015-03-19 03:47:51.747720005,E,35,2020-08-19,31843974.997688245,7142707.631482419,39021682.62917066
E-03087,2018-09-29 07:19:10.312468696,C,236,2023-03-13,22941935.078012276,3382271.424246737,26560206.502259012
E-03088,2022-09-30 03:56:08.740695795,C,994,2023-06-04,20278386.056059346,2255570.163537452,23527956.219596796
E-03089,2020-01-02 16:46:56.302429318,D,458,2022-05-10,11315509.353189291,4258048.396798043,16031557.749987334
E-03090,2021-03-11 12:04:07.611069538,A,811,2021-03-14,10443309.150831895,742129.9401931288,11996439.091025025
E-03091,2019-06-17 13:33:15.887794278,D,232,2023-02-12,28354228.10537774,4262100.973862732,32848329.07924047
E-03092,2022-04-05 14:37:11.273975273,D,242,2023-04-25,16732657.30002318,4230102.449276447,21204759.749299627
E-03093,2017-05-27 14:15:51.335194062,D,419,2020-04-11,14422768.372172998,3777807.5928914184,18619575.965064418
E-03094,2015-04-06 00:29:39.462406830,B,226,2021-04-08,16049243.445743944,1011734.6868482396,17286978.132592183
E-03095,2017-07-17 03:22:53.470415676,B,3,2023-01-02,16289056.491473403,2287269.6091753463,18579326.10064875
E-03096,2022-12-05 09:00:46.239724920,D,500,2023-08-13,17061486.561722066,784703.0745889,18346189.636310965
E-03097,2024-09-14 14:09:29.555337763,D,179,2022-01-04,19261935.604871318,3423824.1742533613,22864759.779124677
E-03098,2023-02-13 08:08:41.883918238,E,862,2019-03-18,44971814.21501601,5032484.431685891,50866298.6467019
E-03099,2014-06-02 07:16:16.612892295,B,952,2021-06-18,18110446.961580113,863117.2491843014,19925564.210764416
E-03100,2014-06-12 21:15:25.587269826,C,761,2021-04-29,19399311.65072035,3540465.079074335,23700776.729794685
E-03101,2012-09-01 08:33:14.887815188,B,826,2023-07-24,15866416.65999707,2212060.5052734413,18904477.16527051
E-03102,2022-04-01 17:41:07.794755715,C,16,2020-08-16,12939151.856007215,4131473.109891316,17086624.96589853
E-03103,2022-05-14 21:58:32.873255302,B,143,2019-04-14,17026556.209746856,1934148.360988725,19103704.57073558
E-03104,2023-07-14 18:02:56.249837554,D,582,2019-10-01,21038728.038927834,3391446.8416117462,25012174.88053958
E-03105,2020-11-16 15:26:08.836890111,C,659,2021-06-25,15663083.627231658,4824412.172495665,21146495.79972732
E-03106,2018-02-26 08:20:10.489017349,D,361,2021-03-06,24540896.44526164,3532957.7864640146,28434854.23172565
E-03107,2015-03-20 02:47:55.611242199,A,151,2022-09-07,11227279.74601625,1136600.2929069092,12514880.03892316
E-03108,2018-12-29 08:01:43.192413770,A,995,2022-01-28,12490553.864435215,775606.3760101169,14261160.24044533
E-03109,2023-09-12 01:16:04.307311789,A,617,2023-05-09,14445237.281050965,638987.9469729837,15701225.228023948
E-03110,2020-03-03 07:54:36.205822543,E,14,2020-07-13,33346434.117988106,6129972.41539067,39490406.53337878
E-03111,2016-03-01 09:45:09.448713269,A,721,2023-04-04,10269581.892295506,846348.935921646,11836930.828217153
E-03112,2016-02-22 10:07:45.793229024,C,661,2019-02-05,23684716.387188464,2110888.618134589,26456605.005323052
E-03113,2015-12-11 14:52:13.913884551,E,4,2023-01-01,31001805.74000498,6460680.332129138,37466486.072134115
E-03114,2011-06-06 03:15:43.288773107,E,683,2023-10-23,27440183.372679267,3046281.328438934,31169464.7011182
E-03115,2019-04-14 08:53:48.576236622,D,492,2023-11-24,28243506.363540195,4136397.0459618284,32871903.409502022
E-03116,2022-06-12 14:00:47.739452289,B,854,2023-07-01,13166243.646430988,2297674.3674967093,16317918.013927698
E-03117,2015-09-17 10:29:34.894464788,C,329,2023-12-20,22226921.72310271,3861653.6077092094,26417575.33081192
E-03118,2018-06-18 18:26:32.867055213,E,434,2022-06-10,39964132.33450535,4853159.667976852,45251292.0024822
E-03119,2015-05-30 16:50:50.104416274,E,272,2023-06-10,26482289.70268709,5625476.000304051,32379765.70299114
E-03120,2014-10-20 11:00:40.487547242,B,489,2023-11-28,9373236.002077118,2444135.2016651323,12306371.20374225
E-03121,2015-10-31 12:13:18.042422044,C,450,2020-02-29,19501077.796173193,4031072.049341657,23982149.84551485
E-03122,2021-01-02 10:44:21.030947185,C,617,2023-01-03,11079111.495418057,2533935.6544877635,14230047.14990582
E-03123,2018-09-29 00:20:21.919316273,A,326,2022-03-23,3870793.71253122,777222.0694070904,4974015.781938311
E-03124,2021-02-27 16:42:51.228241937,E,648,2019-06-12,30274871.609407615,6155911.725944232,37078783.33535185
E-03125,2016-10-29 03:32:08.328787050,E,919,2019-03-15,31217938.306015965,4173224.04918555,36310162.35520151
E-03126,2011-03-23 04:17:24.131576917,D,913,2021-07-25,35273669.4870861,4167503.962231714,40354173.44931781
E-03127,2013-04-20 12:09:36.383768083,D,611,2023-05-01,25063131.88668556,3933690.412900108,29607822.29958567
E-03128,2024-01-17 16:37:29.669048918,B,197,2023-09-19,18828312.545957666,2027481.361089607,21052793.90704727
E-03129,2020-01-22 20:15:32.876465836,D,648,2023-06-29,22181102.852326334,3420077.6589920223,26249180.511318356
E-03130,2024-01-19 01:00:41.546248758,E,523,2019-09-09,31829413.420806706,5125214.746112055,37477628.16691876
E-03131,2016-10-19 07:40:49.567018880,D,847,2022-07-13,22607515.049094673,3235396.5137418844,26689911.562836558
E-03132,2018-12-09 03:59:50.279796020,D,991,2020-07-27,24291726.49251907,4270172.9057846675,29552899.398303736
E-03133,2021-07-31 06:14:34.288909854,C,822,2022-07-31,17161648.935188334,3046807.8446733537,21030456.77986169
E-03134,2022-09-07 08:23:27.328620735,B,628,2022-10-19,12883311.603135565,1916789.9108123677,15428101.513947934
E-03135,2017-09-29 05:47:44.873387923,A,157,2022-09-22,12314197.30128766,1013736.1419301077,13484933.443217767
E-03136,2023-05-11 11:56:12.633734511,A,242,2021-09-19,10086346.236030165,1263074.8485468077,11591421.084576972
E-03137,2013-09-04 23:31:40.492640429,A,357,2023-05-19,11891828.147385038,1048488.9643759662,13297317.111761004
E-03138,2021-11-22 11:48:45.877486581,C,57,2019-06-04,18295544.037049137,2648338.4869659767,21000882.524015114
E-03139,2012-06-11 01:21:14.858505984,D,46,2019-07-26,22349439.979347043,4939838.154705305,27335278.134052347
E-03140,2017-12-24 11:39:19.588498861,A,569,2019-05-23,10511513.266088858,834846.1809063684,11915359.446995227
E-03141,2021-10-13 16:43:36.725189297,C,339,2021-07-13,22044476.285777412,4400548.138387764,26784024.424165174
E-03142,2015-10-01 22:12:57.281214268,B,86,2023-02-06,12514790.334755246,1697950.2406205926,14298740.575375838
E-03143,2019-05-02 03:27:57.064695194,D,95,2021-07-26,14472614.286384284,4973357.612136626,19540971.89852091
E-03144,2017-06-12 16:46:53.739915366,B,304,2023-06-11,12657585.14526302,1804690.5101213248,14766275.655384345
E-03145,2019-01-16 11:08:13.622344137,B,561,2021-05-06,14343963.504081942,1317851.621162902,16222815.125244845
E-03146,2013-04-15 12:31:32.949992135,E,20,2021-10-12,32731249.488609884,5169616.806717642,37920866.29532753
E-03147,2013-08-27 17:25:03.245717437,B,74,2021-05-27,9109924.070203438,1769876.5566392827,10953800.62684272
E-03148,2024-07-19 12:46:10.407424652,C,111,2023-10-05,20026749.51807674,2562590.5665113684,22700340.08458811
E-03149,2020-12-01 16:02:19.048472640,B,593,2022-06-13,13091568.117752597,1797305.0304220298,15481873.148174627
E-03150,2019-07-29 16:10:59.720816867,C,400,2022-05-09,17301155.848280102,2252195.823827476,19953351.672107577
E-03151,2019-04-06 06:42:35.427545866,C,641,2023-02-01,14072253.97515668,3203495.9313663025,17916749.90652298
E-03152,2018-07-10 08:03:55.097470488,B,278,2020-05-04,14432458.99452324,1937522.4399611217,16647981.434484363
E-03153,2023-05-09 23:37:03.506619307,A,572,2020-08-19,14511922.471275646,1112030.3221349872,16195952.793410633
E-03154,2021-10-28 02:01:59.832124244,B,999,2023-01-26,17094288.637488026,1821045.0307103943,19914333.66819842
E-03155,2018-06-21 01:30:00.465597209,C,644,2019-01-30,20868450.12651227,4014141.3217075868,25526591.448219858
E-03156,2016-12-20 18:34:30.148178882,B,54,2021-08-19,16068977.48871918,2777184.573937793,18900162.062656973
E-03157,2014-07-13 14:41:58.471467566,C,946,2023-03-19,20498968.105926022,3575370.064470144,25020338.170396164
E-03158,2024-08-02 22:20:35.123242044,C,763,2022-05-27,17915260.11455722,3784978.9000272756,22463239.014584497
E-03159,2020-05-13 17:26:22.945355283,C,77,2023-06-04,15659747.314413602,3704305.2122200215,19441052.526633624
E-03160,2013-01-28 17:29:12.266275407,A,591,2020-12-18,10876948.680336634,1206596.029556139,12674544.709892772
E-03161,2019-01-13 03:35:07.542418078,E,97,2021-10-03,45252638.09201928,3490201.0915164733,48839839.183535755
E-03162,2021-03-01 13:09:13.058769009,D,351,2019-02-13,23814041.382763434,4095891.5822040625,28260932.964967497
E-03163,2020-04-19 03:55:26.101456748,B,142,2021-10-20,16701991.430959888,2397765.7680360954,19241757.198995985
E-03164,2020-12-27 14:42:20.826084320,D,883,2019-01-31,28619771.494433068,4076738.9726394336,33579510.4670725
E-03165,2021-09-18 06:42:05.321407382,C,184,2019-11-30,19868814.77131105,3761670.4340541554,23814485.205365203
E-03166,2017-11-02 12:54:37.498462539,B,334,2022-11-24,18954020.290386282,1706956.2266887482,20994976.517075032
E-03167,2021-01-30 04:01:30.352785427,C,469,2023-02-02,16851175.280866925,1879162.2952154276,19199337.576082353
E-03168,2018-09-22 07:48:15.555329881,A,775,2022-10-25,12694779.68341711,1081217.0219748858,14550996.705391996
E-03169,2015-11-25 14:31:37.776203624,B,551,2020-09-25,13472112.481798258,2345873.3077986045,16368985.789596863
E-03170,2023-03-26 21:41:23.101960429,E,686,2023-05-04,31748001.859912794,7617273.338971958,40051275.198884755
E-03171,2010-07-06 05:06:30.639699161,C,430,2021-06-03,20624510.38465103,2409338.799735496,23463849.18438653
E-03172,2023-02-05 09:21:21.251931013,A,181,2020-11-16,9750956.640772209,1016224.9166837006,10948181.557455909
E-03173,2019-08-05 13:21:51.565511657,D,872,2021-08-05,17704613.418173715,4021990.1066886503,22598603.524862364
E-03174,2015-11-01 04:49:24.375699605,A,233,2019-06-17,10984886.54475928,1012563.0680711267,12230449.612830406
E-03175,2021-06-16 06:09:50.109539845,A,427,2020-07-13,13009286.641772155,1017019.5794630337,14453306.221235188
E-03176,2014-09-03 08:53:31.715129396,D,748,2021-11-23,23905326.198511757,4292104.249859168,28945430.448370926
E-03177,2021-04-27 02:24:55.743805817,D,132,2021-04-23,28935953.5659317,3415512.366894858,32483465.932826556
E-03178,2024-04-09 20:02:33.625169053,A,297,2021-12-20,14874581.819723725,1148079.2933297246,16319661.11305345
E-03179,2020-04-19 01:44:12.541571001,A,835,2022-08-18,14638637.037283266,1020809.285054314,16494446.322337579
E-03180,2016-10-02 06:02:35.869211165,E,943,2020-10-20,25045277.24847296,5759442.173822583,31747719.42229554
E-03181,2021-10-06 15:42:22.937940687,B,635,2023-08-08,12043976.062307907,1657769.7781951863,14336745.840503093
E-03182,2014-08-26 18:48:43.104404764,C,239,2020-03-10,8968652.84583181,2941538.474399266,12149191.320231076
E-03183,2018-06-16 20:39:56.333925941,C,339,2019-11-13,17049106.50661155,2716135.5519836866,20104242.058595236
E-03184,2020-07-09 22:42:10.479251107,C,834,2019-11-08,14801194.390772004,3434186.8940447667,19069381.28481677
E-03185,2021-05-24 05:15:30.639887806,D,279,2019-12-24,16396622.16227002,4187798.702726546,20863420.864996567
E-03186,2015-04-06 20:01:52.669872338,D,659,2019-11-15,20315709.128977243,4834351.3435895825,25809060.472566824
E-03187,2022-06-10 11:42:56.169394046,A,367,2021-10-03,12318429.412183847,1070894.3838062496,13756323.795990096
E-03188,2022-12-15 18:46:37.109961168,B,700,2021-11-10,17895402.373093355,2426951.93660252,21022354.309695877
E-03189,2018-06-26 23:57:21.354324358,D,837,2023-12-29,24198348.611365117,4723113.120508801,29758461.73187392
E-03190,2023-03-26 20:12:54.548286479,A,724,2019-12-24,8464810.983034175,1129983.7748152085,10318794.757849384
E-03191,2021-11-03 15:35:24.576431015,C,71,2019-12-31,19560770.44242161,3674457.536820975,23306227.979242586
E-03192,2014-12-31 11:05:24.415408475,A,217,2021-01-10,14357479.5520105,1354667.0114008654,15929146.563411366
E-03193,2024-09-13 02:49:13.958466262,A,855,2019-11-26,12527970.309198895,752343.8623052905,14135314.171504186
E-03194,2014-10-01 07:40:57.266903305,E,326,2019-11-23,20963502.53758759,4582244.875079184,25871747.412666775
E-03195,2011-02-11 08:59:53.915769420,E,943,2022-09-18,32876012.69664798,6175328.344149876,39994341.04079786
E-03196,2022-11-01 16:23:25.151069030,A,639,2023-02-18,12101827.391070945,1034080.1988124021,13774907.589883348
E-03197,2014-08-09 23:30:50.769473390,D,162,2021-08-28,24997893.139068767,3311594.1387957516,28471487.27786452
E-03198,2013-02-02 10:41:47.107089129,E,825,2019-03-04,24737993.023608536,4790026.038626475,30353019.062235013
E-03199,2017-04-16 23:46:23.463493241,B,216,2020-04-23,14334714.991102505,2117742.775754018,16668457.766856523
E-03200,2020-03-10 21:28:19.898732941,E,475,2020-08-20,40588438.51465078,7902941.628505343,48966380.14315612
E-03201,2017-06-13 13:25:52.182601360,D,991,2020-07-23,20517870.639871687,3269235.34385652,24778105.983728208
E-03202,2021-04-27 18:14:21.542813643,C,502,2022-07-06,11807647.898557,2800061.76170488,15109709.66026188
E-03203,2022-11-13 04:44:54.937037771,D,592,2023-08-29,22835014.60847869,4586678.405742545,28013693.014221236
E-03204,2022-05-10 14:01:27.027156298,C,617,2019-12-25,18509007.259475745,3332205.4930431005,22458212.752518848
E-03205,2024-09-12 09:16:09.851099306,C,95,2021-11-29,23906120.14981081,3432823.006673255,27433943.156484064
E-03206,2018-11-05 23:09:55.909874710,C,783,2023-03-03,19719580.13881963,4018673.514441414,24521253.653261043
E-03207,2019-12-31 01:30:31.232950651,E,29,2023-01-04,27329849.77646437,3690437.407657675,31049287.184122045
E-03208,2021-05-05 10:47:56.005323068,C,294,2023-04-22,22078053.752211526,2986528.963089454,25358582.71530098
E-03209,2022-03-11 03:36:37.226155935,B,213,2022-12-16,9468741.123622112,1672378.9427524777,11354120.066374589
E-03210,2020-03-26 19:27:09.468433649,C,692,2020-01-22,20330669.73288242,2250974.775255666,23273644.508138087
E-03211,2014-04-30 03:57:18.018924565,A,846,2021-06-18,16358690.798091326,997379.9190536292,18202070.717144955
E-03212,2013-12-11 18:12:02.903444340,E,558,2021-10-23,32653812.936812043,3210954.845753678,36422767.78256572
E-03213,2013-04-09 15:19:06.869805544,C,307,2022-10-22,10819049.702386834,3729946.7376706945,14855996.440057527
E-03214,2020-01-23 08:38:19.056210178,C,507,2020-06-10,16379186.396531329,3946897.4908161582,20833083.887347486
E-03215,2014-12-27 22:43:06.777529711,D,125,2020-08-18,33809453.515851066,4028946.1835544733,37963399.699405536
E-03216,2010-09-27 17:15:09.566754575,B,909,2020-01-29,14387810.411762217,1363271.1791077063,16660081.590869924
E-03217,2013-02-01 03:01:18.720779058,D,670,2022-09-25,20371230.004691344,3265860.673912416,24307090.67860376
E-03218,2017-08-06 18:22:41.960827933,D,14,2021-05-07,25145899.289372772,2696725.3690954777,27856624.65846825
E-03219,2020-10-24 02:04:12.274626166,D,331,2020-06-02,29569991.09228255,2445352.4988955734,32346343.591178123
E-03220,2019-10-04 14:27:59.526240773,B,619,2023-07-29,14356437.148992274,2346349.0354337376,17321786.18442601
E-03221,2023-04-14 20:54:10.789467189,C,698,2019-08-23,19168892.914103933,2751608.1317250477,22618501.04582898
E-03222,2020-10-06 16:09:35.893504704,A,55,2021-09-19,10607412.841895211,1173054.231458909,11835467.073354121
E-03223,2022-11-19 18:31:51.977325880,D,534,2019-05-24,17401164.20049324,4567478.087479052,22502642.28797229
E-03224,2017-04-09 05:44:26.578626327,E,384,2022-08-23,35445193.80475618,6090244.283658065,41919438.088414244
E-03225,2018-09-24 20:32:55.753181448,A,561,2021-02-18,8581481.338605363,1246095.457003659,10388576.795609022
E-03226,2018-07-02 17:17:21.828634972,C,192,2022-10-29,19024098.9796075,2789371.045516667,22005470.025124166
E-03227,2018-06-08 11:11:20.662173841,E,51,2023-11-11,18730772.773178574,2608870.403886909,21390643.177065484
E-03228,2024-07-24 19:55:02.983222395,E,639,2021-07-16,29425202.711926013,6689466.576666147,36753669.28859216
E-03229,2020-07-20 10:32:41.127650830,A,922,2020-05-29,10705358.796996936,876498.4619539367,12503857.258950872
E-03230,2018-05-10 20:17:25.989697965,B,387,2020-09-06,16301017.741746888,2417192.384988604,19105210.126735494
E-03231,2017-02-28 14:50:54.671336712,E,917,2022-04-16,34857769.66837296,4056538.421305651,39831308.08967861
E-03232,2022-05-02 00:12:52.747518925,A,41,2019-07-13,14418738.356669527,866747.3227278418,15326485.679397369
E-03233,2023-03-07 11:42:57.714252122,B,774,2020-04-24,12225945.23413414,2490505.150974193,15490450.385108333
E-03234,2013-03-17 02:01:09.955919228,B,84,2023-09-28,13669540.682945235,2547064.205460465,16300604.8884057
E-03235,2019-09-20 15:15:50.983151909,B,656,2022-01-11,14285488.780153481,1867539.224890496,16809028.005043976
E-03236,2018-11-09 18:52:17.064869502,B,506,2022-10-09,17262162.854537137,2289209.161492069,20057372.016029205
E-03237,2021-01-21 08:39:21.866607920,E,189,2021-06-17,28658688.421219938,5953221.368917276,34800909.79013722
E-03238,2017-06-30 17:31:23.495536657,E,906,2023-04-27,36259341.36962602,2889977.2198128775,40055318.5894389
E-03239,2021-01-10 13:47:36.764696036,C,687,2022-12-31,21171613.866769176,1597622.2276531295,23456236.094422307
E-03240,2023-10-14 03:54:06.977031015,D,401,2020-08-08,17482022.304901756,4913929.708051739,22796952.012953497
E-03241,2018-09-10 23:45:40.105838409,B,520,2022-06-30,13737042.395960473,2036016.6335467834,16293059.029507255
E-03242,2011-06-27 20:54:35.968592294,D,453,2021-06-22,26169208.231146306,4675104.950458058,31297313.181604363
E-03243,2024-10-25 04:47:40.395050199,A,119,2023-12-15,7426030.348936415,495930.30513259524,8040960.65406901
E-03244,2010-10-14 12:17:31.887568662,D,918,2023-02-02,18331600.57849736,3889228.5674950914,23138829.145992454
E-03245,2019-05-18 01:30:39.664281467,D,224,2023-08-31,23022283.44025549,5135211.057726059,28381494.49798155
E-03246,2017-08-08 17:03:29.995999957,A,95,2023-05-08,11674175.613247529,873242.27084444,12642417.88409197
E-03247,2015-03-14 08:45:18.117923517,A,764,2022-01-01,11877686.794308882,850013.0172443496,13491699.811553232
E-03248,2021-04-11 20:08:39.711037657,C,980,2023-11-01,17324310.913753267,2924830.2492535114,21229141.16300678
E-03249,2016-06-22 08:01:45.513724013,E,714,2023-09-17,28124478.80321027,4617174.360589726,33455653.163799994
E-03250,2013-05-30 09:05:49.454803287,D,348,2023-09-13,25312494.411488555,5125930.334371939,30786424.745860495
