Employee_ID,Date_of_Birth,Gender,Ethnicity,Hire_Date,Termination_Date,Termination_Reason,Department,Job_Title,Job_Level,Manager_ID,Location,Employment_Type,Tenure_in_Months,Time_in_Current_Role
E-01024,1993-01-11 03:52:54.252572315,Non-Binary,Hispanic,2014-11-03 18:01:01.111775030,,,Marketing,Analyst,L3,E-01439,"Ikorodu, Lagos",Full-Time,123,103
E-01025,1990-03-07 01:56:17.391927575,Female,Asian,2011-03-07 11:07:34.715338037,2015-02-05 01:19:25.688757742,Involuntary,Sales,Manager,L4,E-06448,Port Harcourt,Full-Time,47,8
E-01026,1978-05-02 16:07:04.477149609,Male,Hispanic,2019-08-13 04:40:12.319369847,2021-03-28 21:53:28.598490810,Involuntary,Finance,Analyst,L5,E-04382,"Ikorodu, Lagos",Part-Time,19,18
E-01027,1998-06-11 02:24:48.403340415,Non-Binary,Asian,2013-04-30 16:46:52.721517080,,,Finance,Executive,L5,E-03468,Port Harcourt,Part-Time,142,109
E-01028,1981-06-20 01:35:07.298972171,Male,Other,2015-07-23 09:40:59.432167274,2018-04-04 13:02:01.149951101,Voluntary,Sales,Manager,L4,E-07223,"VI, Lagos",Part-Time,32,13
E-01029,1996-11-21 09:28:34.284686983,Male,White,2013-11-17 17:03:22.612883454,2023-03-01 03:13:16.080928670,Involuntary,HR,Engineer,L5,E-04063,Port Harcourt,Contract,113,86
E-01030,1987-01-09 20:17:42.088310545,Male,Asian,2016-07-11 13:20:33.272161304,2019-06-09 05:37:55.626904916,Involuntary,Marketing,Analyst,L3,E-08821,"Ikorodu, Lagos",Contract,35,6
E-01031,1990-06-27 13:59:58.655872536,Non-Binary,Black,2021-08-30 03:19:58.813672791,2022-10-04 14:11:38.031023480,Retirement,Engineering,Analyst,L3,E-04857,Port Harcourt,Full-Time,13,3
E-01032,1996-05-06 21:38:38.124912462,Female,Asian,2015-09-13 04:53:47.208504652,2024-01-09 05:10:16.729748105,Involuntary,Marketing,Manager,L5,E-06266,Port Harcourt,Contract,101,27
E-01033,1982-10-20 02:08:47.938689839,Male,Hispanic,2020-08-13 21:45:29.111295602,2021-10-08 03:27:38.788188844,Voluntary,Finance,Executive,L5,E-07528,Port Harcourt,Part-Time,14,10
E-01034,1999-08-18 09:53:10.930021584,Male,Hispanic,2019-03-12 09:48:29.520684365,2021-01-14 18:11:30.622510356,Involuntary,HR,Manager,L5,E-01791,"Ikorodu, Lagos",Full-Time,22,17
E-01035,1983-01-11 06:56:19.534830057,Male,White,2015-08-18 04:14:57.557689068,,,Sales,Executive,L2,E-05312,"VI, Lagos",Full-Time,114,106
E-01036,1999-07-27 18:35:52.694917851,Non-Binary,Other,2020-06-07 00:58:52.683985813,2021-10-15 23:12:13.853856360,Voluntary,HR,Executive,L1,E-05155,"Ikorodu, Lagos",Contract,16,15
E-01037,1984-04-05 06:30:45.675304104,Non-Binary,White,2021-03-10 03:17:26.160287406,,,Marketing,Analyst,L1,E-07778,"VI, Lagos",Contract,46,3
E-01038,1994-12-02 02:12:41.826818079,Male,Asian,2013-05-28 15:21:40.712203408,2024-02-12 11:08:45.349469845,Voluntary,Finance,Manager,L2,E-07519,Abuja,Contract,130,16
E-01039,1985-05-12 13:42:24.043421278,Male,Hispanic,2020-05-30 02:52:17.474814577,2020-12-09 13:49:47.001181050,Voluntary,Engineering,Analyst,L5,E-06821,"Ikorodu, Lagos",Part-Time,6,1
E-01040,2000-01-27 08:26:05.014899795,Male,Asian,2020-05-22 21:57:19.271052979,,,HR,Engineer,L2,E-00234,"VI, Lagos",Contract,56,43
E-01041,1984-08-31 15:23:20.124354474,Male,Black,2017-04-02 21:54:34.369254529,,,Engineering,Manager,L2,E-02000,"VI, Lagos",Part-Time,94,42
E-01042,1986-04-16 08:09:17.788201272,Male,Hispanic,2015-11-08 04:33:40.015190640,2020-02-15 07:52:33.066194527,Voluntary,Finance,Manager,L2,E-07099,"Ikorodu, Lagos",Part-Time,52,18
E-01043,1975-06-26 03:12:28.794151293,Female,Black,2016-04-04 20:31:13.953219821,,,Finance,Manager,L2,E-00915,"Ikorodu, Lagos",Part-Time,106,95
E-01044,2000-10-02 16:33:30.131746283,Male,Hispanic,2011-08-25 16:11:16.254238035,2015-03-30 14:41:12.129450946,Voluntary,Engineering,Engineer,L2,E-08361,"VI, Lagos",Contract,43,36
E-01045,1997-01-13 13:30:42.067152005,Female,Black,2016-07-30 09:48:44.366780494,2017-08-02 09:24:35.607384244,Voluntary,Engineering,Analyst,L1,E-06043,Abuja,Full-Time,12,11
E-01046,1990-06-16 20:20:46.504897033,Male,Asian,2019-02-25 23:58:12.407273088,,,HR,Executive,L2,E-08823,Port Harcourt,Full-Time,71,61
E-01047,1992-07-07 13:34:45.703820377,Male,Other,2015-11-02 18:08:35.570841590,2023-03-30 16:40:55.827489500,Voluntary,Engineering,Analyst,L1,E-09462,Port Harcourt,Contract,90,63
E-01048,1999-03-11 07:14:08.841898311,Female,Other,2011-04-15 10:46:45.791444835,,,Marketing,Manager,L3,E-02257,"VI, Lagos",Contract,166,109
E-01049,1985-11-08 08:07:16.422378191,Female,Other,2020-09-28 13:44:15.506749847,,,Engineering,Analyst,L4,E-09448,"VI, Lagos",Part-Time,51,44
E-01050,1998-07-13 17:12:13.221644276,Female,Hispanic,2017-03-28 07:12:03.022364370,2020-04-13 21:37:37.509596169,Voluntary,Engineering,Analyst,L5,E-05943,"VI, Lagos",Part-Time,37,11
E-01051,1976-07-10 09:05:51.621686543,Male,Other,2020-09-11 13:34:55.521226476,2021-08-28 01:57:48.862332647,Voluntary,Engineering,Engineer,L4,E-02662,"Ikorodu, Lagos",Full-Time,11,4
E-01052,1985-02-12 02:41:25.379893844,Female,Asian,2017-01-18 09:16:28.212036176,2022-06-03 07:52:58.496185930,Voluntary,Marketing,Executive,L5,E-03893,"Ikorodu, Lagos",Contract,65,57
E-01053,1985-10-22 12:30:29.899614427,Female,White,2014-07-09 13:42:48.352003562,2019-08-27 03:55:38.664734015,Voluntary,Marketing,Analyst,L1,E-07531,Port Harcourt,Contract,62,36
E-01054,1997-11-14 10:45:04.725023823,Male,White,2021-06-26 05:35:03.469986484,,,Engineering,Engineer,L3,E-01719,"VI, Lagos",Part-Time,42,38
E-01055,1984-05-25 08:08:52.888045738,Male,Hispanic,2014-12-01 11:07:57.496449080,2022-12-25 19:59:47.610352886,Retirement,Sales,Executive,L5,E-04624,Port Harcourt,Contract,98,34
E-01056,1993-07-11 07:10:26.578007495,Male,Asian,2020-11-24 10:16:16.796126781,2023-09-24 00:02:14.124396229,Retirement,Finance,Manager,L5,E-01058,"Ikorodu, Lagos",Contract,34,4
E-01057,1991-10-12 01:28:24.841557540,Female,White,2015-11-17 05:33:36.012412192,,,Sales,Engineer,L4,E-03713,Port Harcourt,Part-Time,111,25
E-01058,1988-03-28 11:21:25.646090739,Non-Binary,White,2022-05-23 16:29:12.624580464,,,Engineering,Analyst,L4,E-08974,Port Harcourt,Contract,31,9
E-01059,1989-09-07 11:05:31.418395010,Female,Other,2016-05-17 04:24:48.453028784,2019-04-09 02:18:24.930817127,Voluntary,Marketing,Manager,L4,E-08491,"Ikorodu, Lagos",Part-Time,35,3
E-01060,1990-06-10 09:45:36.090654615,Male,Other,2020-07-05 04:47:41.296551861,2023-10-05 21:41:37.483481693,Voluntary,Finance,Engineer,L3,E-04858,"Ikorodu, Lagos",Full-Time,39,14
E-01061,1987-11-19 12:02:37.504545524,Female,White,2021-08-18 06:29:28.645871357,2023-10-14 13:28:10.333239973,Involuntary,Finance,Manager,L5,E-09880,Port Harcourt,Full-Time,26,21
E-01062,1998-05-24 02:48:55.371194501,Male,Black,2020-07-21 00:23:16.394944076,2021-09-25 16:11:10.163675062,Voluntary,Marketing,Executive,L1,E-00107,Abuja,Part-Time,14,11
E-01063,1984-10-25 04:06:43.496566053,Female,Other,2022-03-11 10:49:53.844832499,,,Marketing,Engineer,L4,E-00426,"Ikorodu, Lagos",Part-Time,34,25
E-01064,1984-06-01 17:17:34.998275094,Male,White,2019-02-04 12:08:33.170757011,,,Engineering,Engineer,L1,E-08103,"VI, Lagos",Full-Time,71,10
E-01065,1994-10-10 06:14:12.334029043,Female,Hispanic,2015-11-07 17:38:56.405592464,2018-06-05 18:09:33.557233788,Voluntary,HR,Manager,L1,E-03774,"Ikorodu, Lagos",Full-Time,31,12
E-01066,1993-01-19 23:55:42.679135830,Female,White,2015-03-18 07:45:47.322725941,2023-04-01 15:52:38.039265220,Voluntary,HR,Manager,L2,E-04682,Port Harcourt,Full-Time,97,57
E-01067,1984-05-03 21:36:47.441174472,Female,White,2019-11-28 11:47:02.389583037,2020-03-08 14:41:24.729634328,Voluntary,HR,Analyst,L1,E-07055,Port Harcourt,Contract,3,1
E-01068,1998-03-09 13:54:02.730020780,Non-Binary,Other,2010-07-26 23:43:42.701194980,2020-08-11 06:12:13.746189685,Retirement,HR,Analyst,L1,E-07145,Abuja,Full-Time,122,57
E-01069,1998-07-17 12:40:25.961459085,Male,Asian,2018-01-07 23:10:25.567372657,2019-07-18 13:15:58.029630677,Voluntary,Sales,Engineer,L1,E-08725,"Ikorodu, Lagos",Contract,18,6
E-01070,1976-07-12 07:50:50.476520270,Female,Hispanic,2019-07-18 01:15:49.534294104,,,Marketing,Executive,L2,E-09175,Abuja,Full-Time,66,31
E-01071,1978-01-20 12:19:30.273404370,Male,Asian,2011-03-03 17:48:35.186500460,,,Engineering,Engineer,L2,E-01623,Abuja,Part-Time,168,98
E-01072,1984-12-07 13:30:21.892238375,Female,Black,2017-10-15 02:41:16.888143456,2018-08-20 12:10:13.506169810,Involuntary,HR,Analyst,L5,E-07265,"Ikorodu, Lagos",Contract,10,2
E-01073,1993-01-29 14:04:14.851549729,Male,Hispanic,2012-02-20 02:05:01.922467646,2021-12-03 07:11:10.908297789,Voluntary,Finance,Manager,L5,E-05055,"Ikorodu, Lagos",Full-Time,119,27
E-01074,1994-05-16 18:44:02.089605595,Male,Asian,2019-03-26 18:26:50.367108298,,,Marketing,Analyst,L5,E-05906,"Ikorodu, Lagos",Contract,70,4
E-01075,1982-02-19 04:43:12.179558832,Female,Black,2019-04-14 07:55:08.712662416,,,HR,Executive,L3,E-05953,"VI, Lagos",Contract,69,52
E-01076,1996-03-01 05:41:24.860938179,Male,White,2010-10-15 13:15:25.677203097,2020-12-14 06:24:34.220848725,Voluntary,Finance,Analyst,L1,E-03937,Abuja,Full-Time,123,65
E-01077,1997-07-23 03:32:44.436395186,Male,White,2016-08-14 21:30:53.227093089,2017-07-23 02:49:02.127480939,Involuntary,HR,Executive,L1,E-08784,Abuja,Full-Time,11,2
E-01078,1976-05-10 13:11:00.283606932,Male,Black,2016-09-07 23:53:55.996112878,2024-09-15 05:04:17.057743956,Voluntary,HR,Executive,L2,E-09733,Port Harcourt,Full-Time,97,26
E-01079,1984-12-26 13:19:29.035559997,Male,Other,2017-04-20 13:17:04.706001156,2022-11-27 23:36:02.237292252,Involuntary,Finance,Analyst,L4,E-03248,Port Harcourt,Part-Time,68,17
E-01080,1992-06-04 05:37:55.679685960,Female,Asian,2016-02-11 17:48:44.690132171,2018-02-11 05:21:34.779833682,Voluntary,Sales,Analyst,L4,E-07900,"VI, Lagos",Contract,24,14
E-01081,2000-10-27 03:35:44.277426329,Non-Binary,Other,2019-06-09 21:35:39.631285760,,,Finance,Engineer,L4,E-08262,Abuja,Contract,67,46
E-01082,1980-01-16 12:55:33.431693514,Male,White,2012-11-20 00:46:45.732008311,2022-04-03 03:36:02.652848495,Involuntary,Marketing,Executive,L4,E-06619,Port Harcourt,Contract,114,55
E-01083,1996-04-06 22:00:53.764340693,Male,White,2013-02-24 03:14:16.573050185,,,Sales,Manager,L2,E-02666,"VI, Lagos",Part-Time,144,74
E-01084,1988-11-11 06:33:51.164502278,Male,Other,2020-02-13 19:44:13.368397807,,,Engineering,Executive,L2,E-07584,"Ikorodu, Lagos",Part-Time,59,15
E-01085,1992-06-08 14:51:08.532512922,Non-Binary,Asian,2021-09-27 10:46:46.758659856,2022-10-06 17:03:33.397708114,Retirement,Marketing,Manager,L4,E-06607,"VI, Lagos",Full-Time,12,8
E-01086,1988-10-30 14:29:10.243283766,Male,Black,2021-11-02 14:06:59.184443240,,,Marketing,Analyst,L3,E-07447,"Ikorodu, Lagos",Part-Time,38,21
E-01087,1991-05-16 08:54:57.778112736,Non-Binary,Asian,2016-03-01 07:30:00.744081897,2016-06-16 15:00:10.893929353,Voluntary,HR,Analyst,L1,E-00399,Port Harcourt,Full-Time,3,2
E-01088,1997-04-06 10:02:30.321275697,Female,Hispanic,2010-01-29 21:12:19.603373186,2011-11-08 17:32:45.807451839,Retirement,Engineering,Analyst,L4,E-08068,"Ikorodu, Lagos",Part-Time,21,10
E-01089,1985-05-07 00:03:19.169333956,Female,Asian,2011-08-12 11:07:08.633357045,2016-02-15 05:18:23.639491263,Voluntary,HR,Executive,L4,E-03563,Port Harcourt,Contract,54,26
E-01090,1992-12-27 02:27:28.618060654,Female,Other,2018-11-09 04:58:28.083656867,2023-03-02 21:24:05.035053642,Involuntary,Finance,Executive,L5,E-00376,"VI, Lagos",Part-Time,52,12
E-01091,1997-04-09 00:09:46.207087355,Female,Other,2021-12-15 06:38:55.859681610,2024-12-19 05:59:44.982650137,Retirement,Finance,Engineer,L2,E-04350,"Ikorodu, Lagos",Part-Time,36,23
E-01092,1983-04-09 18:42:38.296170216,Male,Other,2021-04-27 23:51:40.706594798,,,Sales,Engineer,L1,E-04817,Port Harcourt,Contract,44,13
E-01093,1985-02-01 21:58:51.036214270,Male,Hispanic,2016-09-25 00:33:24.369414756,2024-02-04 03:17:29.151248460,Retirement,Finance,Executive,L3,E-04577,"Ikorodu, Lagos",Full-Time,89,52
E-01094,1984-08-15 01:42:23.929430708,Male,Asian,2013-07-17 13:49:00.686040905,2021-10-24 12:44:53.884245785,Retirement,Marketing,Engineer,L3,E-05685,"VI, Lagos",Contract,100,68
E-01095,1983-07-24 11:54:20.822883292,Male,Other,2016-08-23 06:00:53.335557959,2024-09-24 00:19:05.612836244,Retirement,Engineering,Executive,L3,E-06336,"Ikorodu, Lagos",Contract,98,88
E-01096,1981-09-13 11:59:27.359305221,Female,Black,2018-10-30 19:54:30.356290653,2021-02-17 06:42:06.626933242,Retirement,Engineering,Executive,L2,E-08390,"Ikorodu, Lagos",Full-Time,28,20
E-01097,1987-03-01 21:25:29.268579164,Male,Other,2011-12-20 15:52:59.278853081,,,HR,Executive,L5,E-06717,Port Harcourt,Contract,158,3
E-01098,1979-07-22 22:19:01.658665657,Female,Hispanic,2010-06-11 21:16:22.662393070,2022-08-22 03:26:26.110747184,Involuntary,Sales,Manager,L1,E-07798,Port Harcourt,Contract,148,133
E-01099,1993-09-20 00:25:32.553415139,Male,Black,2011-08-28 15:38:51.956105565,2018-09-03 15:26:05.341850557,Involuntary,Marketing,Engineer,L1,E-03478,"VI, Lagos",Contract,85,26
E-01100,1997-01-13 22:01:21.465275960,Male,Asian,2012-09-01 22:53:23.749599001,,,Marketing,Manager,L2,E-04390,Port Harcourt,Contract,150,82
E-01101,1992-07-26 21:02:47.878576848,Female,Hispanic,2015-09-18 17:03:02.852499985,,,Finance,Manager,L3,E-04722,Abuja,Full-Time,113,88
E-01102,1994-09-06 14:01:57.745539854,Female,Asian,2010-08-20 19:22:09.557327138,,,Finance,Engineer,L2,E-05767,"VI, Lagos",Full-Time,174,39
E-01103,1996-12-14 11:24:59.989719484,Female,Asian,2017-12-08 05:39:08.486598945,2024-12-14 04:07:13.491133616,Involuntary,Sales,Analyst,L2,E-04931,Abuja,Part-Time,85,10
E-01104,1993-11-21 20:52:28.053470262,Female,Asian,2015-04-04 23:18:20.755778814,,,HR,Manager,L2,E-04054,"Ikorodu, Lagos",Contract,118,66
E-01105,1978-04-05 14:53:00.745024591,Male,Black,2015-07-27 18:31:05.201229423,2024-10-14 08:51:02.540483075,Retirement,Engineering,Manager,L2,E-07981,Abuja,Part-Time,112,39
E-01106,1999-11-26 10:51:18.627613162,Male,Hispanic,2019-05-31 11:27:17.976806415,2021-11-17 01:26:34.816783674,Involuntary,Sales,Analyst,L1,E-05239,"VI, Lagos",Part-Time,30,24
E-01107,1976-12-06 20:18:11.278333198,Male,Asian,2010-11-27 19:21:44.088468030,2014-06-19 22:58:54.077608726,Involuntary,HR,Analyst,L2,E-09763,"VI, Lagos",Full-Time,43,19
E-01108,1983-12-23 17:26:18.153492630,Male,Black,2019-08-28 11:40:02.595207953,2021-10-30 16:26:13.551211973,Voluntary,Engineering,Manager,L2,E-06735,Port Harcourt,Part-Time,26,4
E-01109,1997-02-02 12:24:04.528605372,Male,White,2012-06-01 21:46:01.233113764,,,Finance,Engineer,L1,E-02738,"Ikorodu, Lagos",Part-Time,153,120
E-01110,1994-07-29 19:46:25.545979064,Male,Asian,2021-05-30 00:42:16.902612561,,,Marketing,Manager,L1,E-09048,"VI, Lagos",Contract,43,43
E-01111,2000-09-18 06:01:37.125548955,Female,White,2018-03-19 01:09:10.286707996,2019-10-15 15:13:07.445162547,Retirement,HR,Engineer,L4,E-06445,"Ikorodu, Lagos",Part-Time,19,3
E-01112,1977-08-15 23:25:03.797384445,Female,Hispanic,2018-09-18 00:58:27.776790935,,,Engineering,Engineer,L5,E-07513,"VI, Lagos",Full-Time,76,72
E-01113,1978-05-13 19:27:41.214297669,Male,Black,2015-07-04 00:02:03.450944857,2016-03-12 21:03:46.903095503,Retirement,Engineering,Executive,L2,E-05167,"VI, Lagos",Part-Time,8,2
E-01114,1990-03-06 02:54:53.065775183,Male,Asian,2013-03-16 11:35:40.932555708,2020-06-04 04:37:44.991318566,Voluntary,Marketing,Executive,L1,E-07974,"VI, Lagos",Part-Time,87,38
E-01115,1976-12-14 16:56:15.629319199,Male,Black,2018-08-21 10:54:24.542486000,2018-11-17 18:16:27.087119477,Involuntary,Engineering,Executive,L4,E-08277,"VI, Lagos",Part-Time,2,1
E-01116,1990-09-13 03:13:47.691380985,Male,Asian,2019-04-14 15:34:34.645971100,2022-10-17 18:31:46.283363877,Involuntary,Marketing,Engineer,L1,E-03578,"VI, Lagos",Full-Time,42,22
E-01117,1990-04-23 04:37:42.161847718,Male,Other,2012-02-07 08:28:24.068419878,,,Sales,Engineer,L1,E-09821,"Ikorodu, Lagos",Full-Time,157,104
E-01118,1997-09-03 21:45:28.617397364,Female,Black,2017-07-23 04:45:59.212329456,2019-04-16 09:22:47.302662658,Involuntary,Sales,Engineer,L3,E-02803,Port Harcourt,Full-Time,21,10
E-01119,1986-07-07 11:57:35.364804736,Female,White,2011-04-28 06:37:20.872956645,2012-05-08 08:03:54.900022668,Voluntary,Sales,Analyst,L3,E-02065,Abuja,Full-Time,12,8
E-01120,1989-04-22 14:33:03.295900696,Male,Hispanic,2012-12-26 01:55:58.882512072,,,Marketing,Manager,L1,E-08331,Port Harcourt,Part-Time,146,46
E-01121,1998-05-09 14:01:33.738893886,Male,Hispanic,2011-05-04 06:00:18.202114307,,,Engineering,Analyst,L4,E-05247,Port Harcourt,Part-Time,166,129
E-01122,1977-09-19 09:41:29.603498611,Male,Black,2018-06-16 23:27:37.433876601,,,Marketing,Analyst,L1,E-06064,"VI, Lagos",Part-Time,79,54
E-01123,1989-08-03 07:14:17.623512991,Female,Hispanic,2022-11-15 15:35:14.523065159,2023-05-22 18:03:24.539076710,Voluntary,Finance,Executive,L5,E-07178,"VI, Lagos",Contract,6,2
E-01124,1991-11-09 22:49:02.814416587,Female,White,2011-01-04 18:55:36.614159408,2020-11-26 06:16:19.332836739,Voluntary,Engineering,Engineer,L1,E-02635,Port Harcourt,Contract,120,112
E-01125,1987-09-07 06:38:37.528364526,Non-Binary,Hispanic,2018-05-24 19:59:06.736037475,2019-10-22 23:06:54.321810458,Involuntary,Engineering,Manager,L3,E-02289,Abuja,Part-Time,17,10
E-01126,1980-06-15 12:19:03.333616651,Non-Binary,Black,2016-06-13 14:03:33.446901320,2024-08-11 01:35:45.440240264,Voluntary,HR,Executive,L3,E-07142,Abuja,Part-Time,99,27
E-01127,1988-02-18 14:07:14.182826099,Non-Binary,Hispanic,2018-09-14 16:40:12.043810750,,,Sales,Engineer,L5,E-06544,Abuja,Full-Time,76,67
E-01128,1985-05-20 15:47:50.641862637,Female,White,2015-08-12 17:25:04.165882536,2016-12-05 21:28:55.944009387,Involuntary,Finance,Executive,L3,E-04736,Abuja,Part-Time,16,14
E-01129,1980-01-23 04:52:30.418333334,Female,Hispanic,2011-09-03 12:43:28.225720070,,,Engineering,Engineer,L3,E-00348,"Ikorodu, Lagos",Contract,162,19
E-01130,1978-11-26 20:36:58.046694842,Female,Other,2020-12-30 04:13:32.505072116,2024-06-16 09:18:33.210799096,Voluntary,Engineering,Executive,L3,E-03292,"Ikorodu, Lagos",Full-Time,42,12
E-01131,1980-01-17 17:39:19.884579695,Female,Black,2012-12-08 05:08:26.284153839,2024-06-16 01:38:57.118326961,Voluntary,Sales,Engineer,L2,E-05737,Port Harcourt,Part-Time,140,75
E-01132,1983-10-09 06:44:58.043733541,Female,Black,2017-11-30 01:18:05.903412618,,,Engineering,Analyst,L1,E-01243,"Ikorodu, Lagos",Full-Time,86,35
E-01133,1984-08-14 13:17:12.880363027,Male,Black,2019-10-06 09:47:32.272863144,,,HR,Manager,L1,E-00789,Port Harcourt,Contract,63,39
E-01134,1994-06-13 12:30:52.421248972,Male,White,2015-12-06 14:07:20.948827500,,,Engineering,Analyst,L4,E-06500,Port Harcourt,Full-Time,110,90
E-01135,1999-12-24 03:59:47.171562466,Male,White,2021-04-29 19:17:25.327742496,2022-08-26 01:57:42.297433908,Involuntary,Engineering,Analyst,L2,E-00048,"Ikorodu, Lagos",Full-Time,16,3
E-01136,1991-07-30 21:36:54.107976084,Male,White,2022-12-25 19:41:21.850001977,,,HR,Manager,L5,E-08595,Abuja,Contract,24,5
E-01137,1978-03-12 00:18:35.292888414,Female,Hispanic,2012-10-12 21:22:01.749973146,2014-07-12 03:20:16.875309727,Voluntary,HR,Manager,L1,E-08850,"Ikorodu, Lagos",Full-Time,21,13
E-01138,1999-04-30 07:07:26.387810814,Female,Asian,2017-06-02 00:27:32.457523703,2021-08-20 17:50:55.655404114,Involuntary,HR,Executive,L2,E-07701,Port Harcourt,Full-Time,51,10
E-01139,1975-05-29 05:43:23.718091892,Male,Hispanic,2014-04-24 20:46:03.211268304,,,Marketing,Manager,L4,E-02257,Abuja,Full-Time,130,1
E-01140,1996-06-25 06:03:52.865474469,Male,White,2015-12-30 01:27:06.885074669,2020-03-17 00:50:24.848787188,Involuntary,Sales,Executive,L3,E-00020,Port Harcourt,Part-Time,51,33
E-01141,1987-03-08 15:12:42.250722039,Male,Asian,2022-08-11 20:47:38.841078223,2024-07-08 00:17:38.934225438,Involuntary,HR,Manager,L2,E-09217,Abuja,Contract,23,4
E-01142,1994-09-03 13:04:54.828124348,Female,Asian,2012-08-16 19:15:26.746558202,2021-01-05 06:42:57.089023441,Involuntary,Engineering,Analyst,L3,E-04790,Port Harcourt,Contract,102,79
E-01143,1996-07-31 23:58:34.984050404,Female,White,2010-11-04 12:55:18.049064842,2013-11-02 08:28:12.952015984,Voluntary,HR,Manager,L1,E-04861,"Ikorodu, Lagos",Part-Time,36,20
E-01144,1993-03-11 09:52:38.282986159,Male,Hispanic,2022-11-24 19:57:04.337370564,2024-01-15 03:52:26.624526844,Involuntary,Finance,Engineer,L3,E-08126,Abuja,Full-Time,13,2
E-01145,1984-10-08 05:03:30.246891724,Non-Binary,Asian,2022-06-08 16:39:40.491037978,,,HR,Manager,L3,E-07838,"Ikorodu, Lagos",Full-Time,31,27
E-01146,1988-06-04 03:54:36.261107896,Female,Other,2010-12-06 00:18:34.798518794,2019-11-03 13:24:31.431462303,Retirement,Marketing,Engineer,L3,E-08955,"Ikorodu, Lagos",Contract,108,18
E-01147,1996-07-16 10:23:54.227499141,Non-Binary,Other,2018-01-04 05:39:48.074555733,,,Finance,Analyst,L1,E-02733,"VI, Lagos",Contract,85,80
E-01148,1985-06-30 08:07:23.586948952,Male,Other,2018-08-09 01:27:46.481386345,2020-03-27 06:44:45.084547169,Voluntary,HR,Analyst,L4,E-05920,"VI, Lagos",Part-Time,19,5
E-01149,1995-10-13 01:23:22.220138826,Male,Other,2018-05-11 15:17:49.316405717,2021-08-03 16:57:17.463214517,Voluntary,HR,Engineer,L5,E-04047,"VI, Lagos",Part-Time,39,11
E-01150,1990-02-10 10:05:16.575763459,Female,Asian,2017-08-14 09:44:17.687064678,2019-06-15 22:05:09.837820284,Involuntary,HR,Engineer,L4,E-01422,Port Harcourt,Part-Time,22,22
E-01151,1976-07-19 06:15:30.138752992,Female,Black,2017-02-13 03:36:28.749866345,2019-07-27 22:55:25.117112507,Involuntary,Marketing,Analyst,L3,E-05933,"Ikorodu, Lagos",Contract,29,24
E-01152,1985-01-30 23:26:58.555691727,Male,Other,2011-02-10 19:06:46.667165296,2022-10-22 01:14:19.339599260,Retirement,HR,Executive,L5,E-03976,"VI, Lagos",Contract,142,13
E-01153,1993-08-21 02:04:00.348540009,Female,White,2015-01-30 21:05:05.097590623,,,Sales,Manager,L2,E-05177,Abuja,Part-Time,120,48
E-01154,1995-02-27 05:31:10.505512260,Female,Black,2013-08-09 23:31:43.251442913,2018-12-21 06:49:32.530439308,Voluntary,Sales,Analyst,L3,E-03681,Port Harcourt,Part-Time,65,22
E-01155,1998-02-24 10:46:54.948312635,Male,Black,2019-03-07 16:02:45.163334760,2022-03-21 11:46:07.469795369,Retirement,Marketing,Engineer,L1,E-05564,Port Harcourt,Part-Time,36,26
E-01156,1989-09-10 09:43:01.947796008,Female,Hispanic,2014-01-10 19:11:39.045389415,,,Engineering,Manager,L1,E-05065,"Ikorodu, Lagos",Part-Time,133,72
E-01157,1983-05-17 00:25:40.334294665,Female,Hispanic,2016-12-29 01:24:18.932537208,2018-09-19 16:26:25.292019749,Involuntary,Marketing,Executive,L5,E-05289,"Ikorodu, Lagos",Part-Time,20,10
E-01158,1992-08-20 14:49:18.679140759,Female,Other,2010-09-05 01:48:56.451493961,,,Marketing,Executive,L2,E-08658,"Ikorodu, Lagos",Part-Time,174,160
E-01159,1976-10-22 04:14:13.595511330,Male,Other,2015-12-01 14:03:06.718669246,,,HR,Executive,L3,E-08173,Abuja,Part-Time,110,52
E-01160,1985-06-08 04:48:56.008710861,Female,Other,2018-07-08 01:22:27.137110117,2020-10-05 18:05:39.882152742,Retirement,Engineering,Analyst,L2,E-05752,"Ikorodu, Lagos",Contract,27,21
E-01161,1990-09-04 14:10:36.569681290,Female,Black,2010-09-03 07:00:29.736234115,2021-06-18 18:51:54.802356920,Voluntary,Marketing,Analyst,L2,E-05949,Abuja,Contract,131,71
E-01162,1998-01-29 16:29:05.111802254,Male,Black,2021-12-23 19:05:52.612074107,2022-07-02 16:51:08.801748995,Involuntary,Finance,Executive,L3,E-07900,"VI, Lagos",Part-Time,6,4
E-01163,1996-02-29 14:12:13.468159140,Female,Black,2013-04-05 02:45:00.855708958,,,Sales,Executive,L3,E-02835,"Ikorodu, Lagos",Contract,142,106
E-01164,1994-08-13 22:52:47.479857188,Female,White,2020-04-18 05:59:41.151661549,2022-07-15 13:52:23.136430819,Voluntary,Finance,Manager,L2,E-00415,"Ikorodu, Lagos",Part-Time,27,22
E-01165,1977-12-06 04:17:35.467209839,Male,Black,2016-10-29 00:04:41.289492486,,,Finance,Analyst,L5,E-05673,"Ikorodu, Lagos",Full-Time,99,57
E-01166,1988-03-10 22:37:13.963666653,Female,White,2020-10-08 21:37:40.094540883,2022-01-24 18:18:10.346021774,Voluntary,HR,Engineer,L2,E-01346,Port Harcourt,Contract,15,2
